MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DEL15,DISTANCE,DEP_HOUR
5,23,5,WN,Other,Other,0,189.0,17
7,9,3,WN,LAS,MSP,0,1299.0,18
4,24,4,DL,DTW,SLC,0,1481.0,8
6,16,1,F9,SLC,DEN,0,391.0,20
9,16,2,OO,ORD,Other,1,462.0,9
2,2,7,OO,Other,DEN,1,296.0,5
3,31,1,F9,ATL,IAH,0,689.0,12
12,17,3,B6,Other,Other,0,1105.0,20
12,11,4,WN,Other,Other,0,2295.0,18
4,24,4,WN,Other,Other,0,592.0,7
7,9,3,UA,DEN,Other,1,770.0,13
3,12,3,OO,DTW,ORD,0,235.0,14
10,31,5,DL,Other,ATL,0,227.0,13
4,18,5,OO,Other,LAX,0,308.0,21
6,9,1,AA,CLT,Other,1,91.0,18
4,1,2,DL,Other,SLC,0,615.0,13
7,18,5,UA,Other,DEN,0,141.0,15
2,2,7,WN,Other,Other,0,237.0,13
5,11,7,WN,Other,Other,0,402.0,6
7,8,2,DL,Other,MCO,0,757.0,15
1,31,5,WN,Other,LAS,0,2040.0,8
3,20,4,AA,Other,PHX,0,325.0,9
1,27,1,F9,CLT,Other,1,449.0,12
5,13,2,MQ,DFW,Other,0,597.0,21
2,28,5,DL,SFO,LAX,0,337.0,15
11,8,6,AS,DFW,SEA,0,1660.0,10
5,29,4,AS,Other,SEA,0,2354.0,17
7,31,4,AA,Other,CLT,0,460.0,7
12,17,3,AA,Other,PHX,0,1301.0,14
11,3,1,WN,Other,Other,0,1389.0,12
6,7,6,WN,MCO,Other,1,1516.0,13
9,27,6,YX,Other,EWR,0,284.0,15
12,19,5,AA,DFW,Other,0,1431.0,17
8,31,7,WN,Other,Other,0,272.0,14
4,15,2,AA,DFW,Other,0,945.0,13
7,30,3,AA,Other,SEA,1,2379.0,18
11,17,1,YX,ORD,MSP,0,334.0,16
4,13,7,F9,SFO,LAX,0,337.0,15
2,8,6,WN,Other,LAS,0,197.0,6
2,3,1,UA,IAH,DCA,0,1208.0,7
6,29,7,OO,Other,DEN,1,604.0,7
1,15,3,AA,DFW,Other,0,551.0,10
5,5,1,F9,DEN,Other,1,1014.0,15
2,27,4,NK,MCO,Other,1,1189.0,6
3,1,6,AA,DFW,Other,1,447.0,21
7,6,7,AA,Other,DCA,0,857.0,10
5,5,1,WN,LAS,Other,0,197.0,8
8,12,2,MQ,ORD,Other,1,607.0,9
9,15,1,WN,Other,Other,0,342.0,19
10,2,4,MQ,Other,DFW,0,835.0,6
10,5,7,F9,DEN,Other,1,563.0,10
12,23,2,AA,CLT,Other,0,427.0,17
7,29,2,UA,SFO,LAS,0,414.0,20
4,19,6,G4,Other,Other,0,554.0,12
6,25,3,WN,LAS,Other,1,795.0,17
8,26,2,DL,SLC,Other,0,1888.0,23
8,1,5,DL,MSP,EWR,0,1008.0,10
4,20,7,AA,ORD,Other,0,1182.0,18
12,8,1,AA,DFW,Other,1,1313.0,10
2,10,1,DL,Other,MSP,0,448.0,10
7,9,3,AA,Other,MIA,0,1045.0,16
12,31,3,AA,Other,Other,0,951.0,8
1,24,5,DL,Other,ATL,0,1547.0,7
11,6,4,DL,SEA,Other,0,1448.0,7
5,21,3,WN,Other,Other,0,392.0,10
3,7,5,AA,Other,MIA,0,946.0,8
11,12,3,B6,DTW,BOS,0,632.0,11
8,14,4,WN,Other,Other,1,966.0,9
1,21,2,YX,Other,Other,0,340.0,7
7,14,1,MQ,DFW,Other,0,431.0,15
6,2,1,HA,Other,Other,0,163.0,12
8,19,2,UA,DEN,Other,0,1069.0,17
4,15,2,YX,Other,Other,0,589.0,8
1,16,4,DL,DTW,DFW,0,986.0,20
6,6,5,OH,Other,DCA,1,296.0,17
11,25,2,UA,Other,SFO,0,2398.0,8
8,26,2,AA,MIA,DCA,1,919.0,9
9,3,3,OH,Other,CLT,0,221.0,17
11,25,2,OO,Other,SFO,0,158.0,6
9,3,3,UA,IAH,SFO,1,1635.0,15
10,19,7,B6,Other,BOS,0,2588.0,13
12,3,3,DL,BOS,Other,1,187.0,6
6,1,7,AS,Other,Other,0,1542.0,1
7,18,5,UA,DEN,Other,0,1449.0,10
7,24,4,G4,Other,Other,1,421.0,16
10,3,5,DL,MCO,LAX,0,2218.0,19
3,20,4,B6,Other,LAX,0,2475.0,11
10,5,7,DL,Other,ATL,0,859.0,18
11,25,2,UA,DTW,IAH,1,1075.0,8
8,16,6,G4,Other,Other,1,724.0,18
7,17,4,DL,Other,ATL,0,853.0,6
8,2,6,AA,LAS,DFW,1,1055.0,14
1,5,7,WN,DEN,SLC,1,391.0,22
12,13,6,OH,Other,CLT,0,91.0,5
9,13,6,AA,PHX,BOS,0,2300.0,12
3,31,1,OO,Other,SFO,0,262.0,6
12,3,3,WN,Other,PHX,0,328.0,18
7,7,1,OH,DFW,Other,1,672.0,20
1,29,3,WN,Other,Other,0,604.0,7
10,7,2,UA,LGA,IAH,0,1416.0,6
12,10,3,OO,Other,LAX,0,451.0,9
8,8,5,OO,Other,IAH,1,913.0,7
5,12,1,UA,SFO,BOS,0,2704.0,13
9,7,7,WN,Other,Other,0,814.0,8
9,9,2,DL,ATL,Other,0,516.0,9
10,3,5,AA,Other,DFW,0,1171.0,11
7,30,3,WN,Other,MCO,0,616.0,7
3,5,3,WN,DCA,Other,1,1218.0,18
12,17,3,YX,DCA,ORD,0,612.0,7
4,21,1,YX,BOS,Other,0,187.0,10
12,5,5,UA,IAH,Other,0,1190.0,16
9,27,6,B6,BOS,Other,0,91.0,12
5,5,1,YX,Other,EWR,0,594.0,6
4,10,4,AS,Other,Other,0,539.0,15
11,28,5,F9,Other,DEN,0,1506.0,22
3,3,1,F9,LAS,PHX,0,255.0,19
3,3,1,OO,Other,SLC,0,175.0,6
6,30,1,AA,LGA,Other,1,1010.0,15
5,28,3,HA,Other,Other,0,2409.0,12
12,22,1,AA,SLC,DFW,1,989.0,17
12,16,2,AS,Other,Other,0,933.0,7
3,26,3,G4,Other,Other,0,735.0,6
5,21,3,UA,DFW,SFO,0,1464.0,13
12,17,3,OH,Other,CLT,0,221.0,12
5,22,4,AA,Other,Other,1,268.0,19
4,24,4,WN,PHX,Other,0,872.0,5
10,1,3,AA,MIA,MCO,0,192.0,17
8,24,7,WN,Other,LAS,1,519.0,17
12,5,5,DL,ATL,Other,0,859.0,11
10,8,3,DL,DFW,SLC,0,989.0,12
7,5,6,WN,Other,PHX,0,1460.0,5
8,27,3,UA,Other,EWR,0,1068.0,12
3,26,3,AA,Other,Other,0,742.0,11
3,30,7,OO,SLC,Other,1,531.0,15
3,16,7,AA,Other,MIA,0,1810.0,10
4,13,7,OH,Other,DCA,0,298.0,5
10,19,7,WN,Other,LAS,0,1587.0,7
11,14,5,B6,Other,Other,1,636.0,14
12,3,3,NK,MCO,Other,0,834.0,6
1,31,5,UA,ORD,Other,0,977.0,13
4,30,3,WN,BOS,Other,0,861.0,14
4,11,5,F9,IAH,LAS,0,1222.0,22
9,19,5,B6,BOS,IAH,0,1597.0,10
5,30,5,DL,SLC,PHX,0,507.0,23
9,5,5,OO,Other,SEA,0,93.0,8
10,17,5,OH,IAH,Other,0,1325.0,12
9,15,1,G4,Other,Other,0,565.0,15
8,17,7,AA,Other,BOS,0,280.0,10
7,7,1,AS,ATL,Other,1,2172.0,18
3,31,1,DL,MCO,LAX,0,2218.0,6
11,14,5,WN,LAS,Other,1,1294.0,13
2,13,4,WN,LGA,Other,0,725.0,9
10,13,1,AA,DFW,Other,0,1163.0,9
11,13,4,OO,Other,LAX,0,373.0,16
5,26,1,WN,Other,Other,1,1785.0,12
2,22,6,WN,LAS,Other,0,519.0,7
10,19,7,B6,Other,Other,0,1598.0,11
9,21,7,AA,PHX,SFO,1,651.0,20
3,30,7,WN,Other,Other,1,880.0,17
5,20,2,YX,Other,BOS,0,818.0,6
7,1,2,AA,Other,Other,1,630.0,18
5,21,3,WN,Other,DEN,0,639.0,13
10,22,3,UA,DEN,Other,0,794.0,9
12,23,2,MQ,PHX,Other,1,1081.0,19
2,3,1,B6,MCO,BOS,0,1121.0,11
6,1,7,DL,MSP,Other,0,626.0,7
11,21,5,DL,ATL,Other,1,153.0,21
1,5,7,YX,BOS,Other,0,563.0,20
1,21,2,AA,DFW,ATL,0,731.0,14
8,29,5,DL,Other,ATL,0,577.0,5
8,10,7,OH,Other,DFW,1,328.0,18
8,4,1,YX,Other,LGA,0,701.0,15
8,11,1,OH,DCA,Other,0,391.0,22
10,15,3,DL,Other,ATL,0,581.0,11
4,20,7,UA,ORD,Other,0,1723.0,13
5,2,5,OH,Other,CLT,0,761.0,14
3,31,1,AS,Other,SEA,1,2640.0,13
5,21,3,WN,Other,Other,0,2295.0,11
4,14,1,UA,PHX,DEN,0,602.0,13
7,27,7,OH,CLT,Other,0,213.0,20
3,18,2,UA,MIA,EWR,0,1085.0,6
10,9,4,OH,Other,Other,0,279.0,6
7,18,5,YX,Other,ORD,0,783.0,13
8,10,7,WN,LGA,Other,0,1428.0,6
9,22,1,UA,Other,ORD,0,794.0,14
9,14,7,WN,Other,Other,0,919.0,8
3,11,2,UA,EWR,SLC,0,1969.0,20
5,12,1,WN,LAS,Other,1,2695.0,9
5,3,6,DL,ATL,Other,1,366.0,14
1,12,7,OO,DEN,Other,0,638.0,8
2,11,2,OH,Other,DCA,0,949.0,5
5,5,1,UA,Other,IAH,1,817.0,16
11,10,1,AS,SEA,LAX,0,954.0,17
4,12,6,OH,Other,CLT,0,708.0,12
3,3,1,OH,DTW,Other,0,453.0,18
9,24,3,WN,DEN,Other,0,1481.0,18
11,29,6,DL,Other,BOS,0,1237.0,20
2,4,2,AA,DFW,Other,1,551.0,10
9,3,3,UA,Other,DEN,0,836.0,5
9,15,1,DL,ATL,Other,0,321.0,19
10,23,4,AA,Other,CLT,0,257.0,20
5,11,7,WN,Other,ORD,0,622.0,10
10,3,5,WN,Other,Other,0,1105.0,5
5,30,5,G4,Other,Other,0,958.0,6
6,27,5,DL,Other,ATL,0,534.0,6
10,19,7,YX,Other,BOS,0,369.0,6
3,15,6,WN,Other,Other,0,883.0,7
1,6,1,DL,LGA,Other,1,1107.0,8
9,2,2,UA,Other,IAH,0,2007.0,14
7,18,5,AS,Other,SEA,0,987.0,14
6,9,1,G4,Other,Other,0,878.0,8
6,29,7,DL,LGA,Other,0,563.0,9
1,16,4,AA,MIA,DCA,0,919.0,9
4,10,4,DL,LAX,Other,0,2475.0,22
11,21,5,OO,DTW,Other,0,120.0,22
3,8,6,OO,LAX,Other,0,945.0,18
4,27,7,WN,Other,Other,0,389.0,11
1,26,7,AA,CLT,Other,0,808.0,10
2,22,6,DL,Other,SLC,0,205.0,7
11,9,7,WN,LAS,Other,1,1235.0,18
10,27,1,UA,Other,Other,0,891.0,18
7,24,4,F9,ATL,DFW,0,731.0,20
2,18,2,DL,ATL,Other,0,300.0,12
7,14,1,UA,Other,Other,0,891.0,12
12,4,4,UA,SFO,Other,0,2398.0,9
3,31,1,UA,Other,ORD,0,258.0,15
11,28,5,WN,LAS,Other,0,259.0,10
6,25,3,UA,EWR,LAS,1,2227.0,16
10,5,7,AS,SEA,Other,0,2422.0,7
4,16,3,WN,SEA,Other,0,605.0,9
2,13,4,AA,DFW,SLC,0,989.0,22
10,9,4,UA,IAH,DEN,0,861.0,10
6,6,5,OO,Other,DTW,0,113.0,11
10,10,5,AS,Other,Other,0,1542.0,12
3,7,5,F9,DEN,ATL,0,1199.0,23
1,31,5,WN,Other,LAS,0,1090.0,6
2,25,2,UA,DEN,MIA,0,1709.0,13
10,8,3,WN,DTW,Other,0,409.0,13
11,4,2,WN,Other,DCA,0,719.0,8
7,22,2,HA,Other,Other,0,84.0,15
1,14,2,UA,DEN,Other,0,1506.0,9
6,20,5,AA,ORD,Other,0,864.0,8
5,8,4,UA,Other,IAH,0,871.0,16
8,14,4,OO,Other,ORD,0,67.0,5
12,9,2,OO,SLC,Other,0,272.0,17
6,18,3,NK,ATL,EWR,0,746.0,10
2,24,1,YX,EWR,Other,0,569.0,13
4,20,7,WN,Other,Other,0,829.0,7
4,14,1,OO,Other,SLC,0,521.0,12
5,29,4,AA,SFO,MIA,0,2585.0,13
11,11,2,AS,DEN,Other,1,853.0,12
12,16,2,WN,Other,Other,0,401.0,16
6,4,3,B6,LGA,MCO,0,950.0,6
6,14,6,AA,MIA,Other,0,204.0,20
8,21,4,YX,Other,Other,0,441.0,10
2,26,3,UA,MCO,IAH,0,854.0,13
12,8,1,YX,EWR,Other,0,645.0,20
4,24,4,WN,Other,PHX,0,338.0,15
8,9,6,MQ,Other,DFW,0,500.0,18
11,13,4,NK,Other,Other,0,1046.0,13
3,24,1,AA,Other,Other,0,1089.0,16
10,7,2,UA,DEN,SLC,0,391.0,11
11,16,7,WN,Other,Other,0,587.0,20
1,26,7,B6,MCO,Other,0,944.0,7
9,11,4,AA,MIA,Other,0,1089.0,13
11,14,5,YX,EWR,BOS,0,200.0,8
4,17,4,UA,IAH,LAX,0,1379.0,8
11,7,5,UA,SFO,Other,0,451.0,10
4,4,5,AA,DFW,Other,1,641.0,13
5,15,4,DL,Other,DTW,0,201.0,19
9,29,1,WN,LGA,Other,0,764.0,17
3,17,1,UA,IAH,Other,1,1117.0,18
10,15,3,WN,Other,Other,0,512.0,13
8,18,1,OO,Other,DEN,1,1026.0,5
8,17,7,DL,Other,DTW,0,549.0,5
10,21,2,AA,Other,DFW,0,1345.0,10
3,23,7,OO,DTW,Other,0,74.0,10
10,2,4,AA,Other,DFW,0,460.0,10
4,23,3,DL,Other,ATL,0,545.0,9
6,10,2,UA,SFO,IAH,0,1635.0,9
12,7,7,AA,DFW,Other,0,460.0,8
1,19,7,WN,Other,Other,0,786.0,12
12,5,5,OO,Other,ORD,1,316.0,14
9,27,6,OH,Other,DCA,0,372.0,11
2,5,3,AA,CLT,MIA,0,650.0,8
9,1,1,MQ,DFW,Other,0,282.0,8
8,19,2,B6,Other,BOS,0,187.0,19
8,26,2,AA,CLT,LGA,0,544.0,18
4,10,4,OO,LAX,Other,0,308.0,21
10,12,7,OO,ORD,Other,0,397.0,8
11,14,5,WN,Other,Other,0,915.0,11
3,23,7,DL,Other,ATL,0,1640.0,11
2,28,5,WN,LAS,Other,0,407.0,12
5,27,2,UA,ORD,LGA,1,733.0,20
10,4,6,DL,Other,SEA,0,2422.0,19
1,3,5,YX,Other,Other,0,425.0,8
5,1,4,WN,Other,LGA,0,888.0,17
3,2,7,DL,Other,SEA,0,2422.0,16
5,7,3,OO,Other,ORD,0,299.0,16
4,25,5,OH,CLT,Other,1,488.0,18
8,23,6,DL,MSP,MCO,0,1310.0,18
5,30,5,OO,DEN,Other,0,300.0,7
4,17,4,WN,Other,Other,0,251.0,11
3,16,7,G4,Other,EWR,0,988.0,6
5,17,6,WN,Other,Other,1,277.0,21
7,6,7,YX,LGA,BOS,0,184.0,21
2,5,3,HA,Other,Other,0,102.0,13
10,22,3,AA,Other,CLT,0,575.0,6
3,22,6,AS,Other,SEA,1,987.0,19
9,12,5,DL,DEN,SLC,0,391.0,7
8,25,1,AA,Other,CLT,0,328.0,10
9,25,4,AA,LAX,Other,0,2402.0,6
8,5,2,WN,Other,Other,0,487.0,15
11,19,3,AS,LAX,SEA,0,954.0,11
12,3,3,MQ,CLT,Other,0,708.0,14
8,31,7,B6,Other,Other,0,196.0,14
1,5,7,NK,DTW,Other,0,1127.0,6
3,26,3,OO,LAX,Other,0,737.0,16
7,21,1,OO,Other,ORD,0,585.0,14
7,14,1,F9,MIA,Other,0,1080.0,12
7,5,6,MQ,Other,DFW,1,408.0,20
3,24,1,OO,SFO,Other,0,158.0,16
6,21,6,UA,Other,ORD,1,1723.0,6
2,27,4,OO,Other,ORD,1,510.0,14
3,15,6,WN,Other,PHX,0,872.0,6
7,28,1,YX,Other,LGA,0,335.0,10
4,6,7,WN,Other,Other,0,239.0,10
5,30,5,AA,DFW,Other,0,1391.0,8
11,4,2,WN,Other,Other,0,387.0,19
8,22,5,UA,DFW,IAH,1,224.0,12
10,6,1,OO,Other,SEA,0,262.0,7
7,10,4,DL,LAS,MSP,0,1299.0,6
3,12,3,HA,Other,Other,0,100.0,6
3,13,4,WN,DEN,SEA,1,1024.0,22
11,6,4,AA,Other,DFW,0,772.0,12
9,5,5,UA,IAH,LGA,0,1416.0,18
7,30,3,YX,DCA,BOS,0,399.0,13
7,4,5,DL,LGA,Other,0,1076.0,10
5,11,7,OO,Other,SLC,0,501.0,9
9,30,2,DL,MIA,LGA,0,1096.0,15
2,8,6,OO,Other,LAX,0,109.0,20
3,24,1,G4,Other,Other,0,840.0,6
8,3,7,UA,Other,DEN,0,976.0,15
6,9,1,UA,Other,ORD,0,900.0,6
2,19,3,WN,MCO,DEN,0,1546.0,12
3,28,5,B6,MCO,Other,0,944.0,10
7,11,5,DL,Other,ATL,0,432.0,10
9,7,7,AA,LAX,ORD,0,1744.0,12
12,26,5,DL,MIA,LGA,1,1096.0,13
11,9,7,F9,Other,ATL,1,1547.0,16
5,30,5,WN,ATL,LGA,1,762.0,12
8,18,1,YX,EWR,Other,0,628.0,13
5,1,4,WN,Other,Other,0,417.0,9
10,16,4,WN,DEN,CLT,0,1337.0,10
1,24,5,AA,LGA,Other,0,1035.0,14
4,30,3,AS,Other,Other,1,198.0,9
8,1,5,DL,ATL,Other,1,134.0,11
2,15,6,B6,Other,BOS,0,1185.0,6
11,2,7,UA,Other,SFO,0,2400.0,6
9,17,3,WN,Other,Other,0,353.0,10
6,24,2,WN,DEN,Other,0,853.0,9
4,11,5,WN,DEN,Other,0,495.0,19
1,10,5,AA,DCA,MIA,1,919.0,7
10,1,3,DL,ATL,Other,0,164.0,12
7,17,4,WN,Other,Other,1,997.0,14
11,5,3,WN,DEN,LAS,0,628.0,12
6,14,6,WN,Other,Other,1,395.0,21
2,17,1,YX,BOS,Other,1,280.0,15
10,19,7,OH,Other,DFW,1,862.0,12
4,28,1,YX,Other,ORD,0,409.0,16
6,27,5,OO,PHX,Other,0,438.0,8
3,7,5,DL,BOS,MSP,0,1124.0,10
3,16,7,B6,Other,MCO,1,944.0,21
10,7,2,WN,Other,Other,0,2417.0,10
7,19,6,WN,Other,PHX,0,1912.0,5
10,16,4,OO,ORD,Other,1,438.0,13
4,24,4,UA,SFO,EWR,1,2565.0,16
3,27,4,WN,Other,Other,0,439.0,18
9,5,5,WN,SEA,LAS,0,867.0,5
3,10,1,WN,LAS,Other,0,1090.0,13
8,17,7,OO,DEN,Other,0,298.0,21
3,23,7,DL,ATL,BOS,0,946.0,17
6,16,1,YX,EWR,Other,0,594.0,16
6,20,5,WN,PHX,Other,0,621.0,19
5,30,5,OO,Other,LAX,1,1242.0,16
10,19,7,OO,Other,Other,0,756.0,7
7,3,4,WN,LAX,Other,0,1246.0,16
4,15,2,OO,Other,SFO,0,1499.0,15
2,22,6,UA,IAH,MCO,0,854.0,14
9,21,7,DL,Other,ATL,0,444.0,17
6,20,5,WN,MCO,Other,1,1005.0,14
10,1,3,UA,CLT,ORD,0,599.0,17
5,18,7,WN,Other,PHX,0,1488.0,20
3,17,1,UA,IAH,SLC,0,1195.0,12
4,17,4,DL,DTW,DEN,0,1123.0,20
4,6,7,DL,SEA,ATL,0,2182.0,12
2,26,3,G4,Other,Other,0,519.0,13
12,4,4,OO,Other,SEA,0,129.0,20
7,17,4,WN,LAS,Other,1,1067.0,9
11,10,1,DL,ATL,DFW,0,731.0,7
11,12,3,WN,Other,LAS,0,1235.0,20
10,3,5,UA,Other,DEN,0,472.0,9
8,14,4,WN,Other,Other,0,583.0,9
8,7,4,AA,Other,DFW,0,1021.0,14
6,6,5,DL,ORD,LGA,1,733.0,20
12,9,2,OO,Other,DEN,0,517.0,5
5,9,5,OO,Other,DEN,0,516.0,13
4,19,6,OO,Other,LAX,0,1211.0,7
2,19,3,AS,Other,SEA,0,978.0,14
7,7,1,MQ,DFW,Other,0,692.0,19
3,23,7,G4,Other,Other,0,511.0,21
5,15,4,OH,DCA,Other,0,319.0,9
4,25,5,WN,Other,SFO,1,447.0,14
3,21,5,AA,Other,ORD,0,646.0,6
8,19,2,OO,Other,LAX,0,109.0,19
9,25,4,MQ,ORD,Other,0,585.0,22
8,30,6,UA,Other,DEN,1,872.0,16
11,2,7,F9,SEA,DEN,0,1024.0,14
6,11,3,B6,LGA,Other,0,1035.0,20
8,17,7,YX,Other,DCA,0,474.0,7
9,4,4,MQ,PHX,Other,0,369.0,8
2,10,1,AA,BOS,ORD,0,867.0,14
6,22,7,YX,DCA,BOS,0,399.0,9
12,21,7,WN,PHX,Other,0,304.0,8
12,7,7,F9,CLT,MIA,0,650.0,15
5,29,4,DL,ATL,Other,0,373.0,9
2,1,6,WN,Other,Other,0,967.0,10
6,14,6,OO,SFO,Other,0,190.0,22
11,28,5,DL,Other,DTW,0,237.0,7
7,5,6,WN,Other,Other,0,1728.0,14
7,25,5,WN,LGA,Other,1,764.0,17
10,23,4,OO,Other,DTW,0,331.0,6
10,21,2,UA,Other,SFO,1,2398.0,13
12,9,2,OO,DEN,Other,0,1162.0,17
3,2,7,YX,BOS,Other,0,280.0,10
11,4,2,OO,Other,ORD,0,693.0,6
10,7,2,AA,PHX,Other,0,304.0,14
1,2,4,OO,SLC,Other,0,463.0,21
3,13,4,WN,Other,Other,0,580.0,9
10,29,3,OO,ORD,Other,0,288.0,16
5,6,2,WN,Other,Other,0,756.0,5
11,7,5,OH,DCA,Other,0,519.0,8
6,26,4,OO,Other,LAX,0,737.0,12
1,17,5,MQ,Other,PHX,0,893.0,5
5,31,6,AA,Other,MSP,1,980.0,18
5,13,2,DL,DTW,MSP,0,528.0,17
10,9,4,OO,Other,ORD,1,763.0,7
7,6,7,DL,LAX,SEA,1,954.0,9
8,4,1,UA,IAH,Other,0,140.0,22
2,26,3,AA,Other,CLT,0,2077.0,12
8,18,1,DL,Other,ATL,0,666.0,6
2,17,1,WN,Other,LGA,1,888.0,17
12,17,3,MQ,ORD,Other,0,264.0,18
8,30,6,AS,DFW,SEA,0,1660.0,15
9,18,4,MQ,ORD,Other,0,528.0,11
6,18,3,DL,ATL,MCO,1,404.0,9
9,29,1,OH,Other,CLT,0,437.0,12
8,9,6,F9,LAX,DEN,0,862.0,6
9,11,4,WN,Other,Other,0,461.0,8
4,27,7,DL,ATL,LAS,0,1747.0,18
6,1,7,DL,Other,ATL,0,134.0,17
8,21,4,OO,ORD,Other,0,224.0,13
5,16,5,B6,ATL,Other,1,760.0,16
12,10,3,WN,Other,Other,0,377.0,6
5,24,6,OO,SLC,Other,0,461.0,15
2,17,1,DL,Other,MSP,0,1517.0,6
10,6,1,UA,ORD,Other,0,258.0,14
3,22,6,OO,DFW,Other,0,229.0,8
1,1,3,WN,Other,Other,0,187.0,7
4,22,2,UA,Other,IAH,0,140.0,14
10,20,1,WN,Other,Other,0,303.0,5
3,6,4,WN,Other,DEN,0,957.0,9
9,22,1,DL,Other,DTW,0,667.0,11
9,21,7,UA,LAX,IAH,0,1379.0,5
7,3,4,DL,SLC,DTW,0,1481.0,18
3,29,6,HA,Other,Other,0,2349.0,7
3,19,3,OO,Other,IAH,0,468.0,15
6,22,7,AA,PHX,LAX,0,370.0,13
6,15,7,WN,MCO,Other,1,849.0,19
3,13,4,YX,LGA,Other,1,585.0,17
6,29,7,HA,Other,Other,0,102.0,21
12,26,5,NK,DTW,Other,0,983.0,17
12,24,3,WN,Other,Other,0,663.0,11
8,24,7,WN,Other,Other,0,623.0,8
1,7,2,B6,MIA,BOS,0,1258.0,12
7,14,1,F9,LAX,ATL,1,1947.0,13
4,18,5,G4,Other,LAS,0,259.0,8
2,16,7,WN,Other,MCO,1,551.0,13
4,26,6,UA,Other,EWR,1,1068.0,10
9,27,6,WN,Other,Other,0,738.0,6
3,20,4,OH,DCA,Other,1,313.0,15
12,22,1,WN,Other,Other,1,1164.0,19
4,13,7,DL,MSP,BOS,0,1124.0,15
6,21,6,B6,Other,Other,0,94.0,14
7,31,4,UA,DEN,Other,1,533.0,17
1,29,3,F9,DEN,DFW,0,641.0,20
3,25,2,OH,DCA,Other,0,310.0,7
8,10,7,AA,Other,CLT,0,290.0,15
1,29,3,UA,Other,ATL,1,534.0,17
8,4,1,OO,SFO,Other,0,326.0,13
6,5,4,AA,SFO,DFW,0,1464.0,16
8,25,1,DL,MSP,Other,0,1532.0,11
12,1,1,HA,SEA,Other,1,2677.0,17
9,4,4,AA,CLT,Other,0,328.0,12
3,1,6,DL,ATL,Other,0,259.0,22
6,12,4,MQ,Other,ORD,1,584.0,16
2,11,2,F9,SLC,DEN,0,391.0,7
3,21,5,WN,Other,Other,0,283.0,13
1,14,2,DL,DTW,ATL,0,594.0,18
11,30,7,OO,Other,Other,0,437.0,11
11,11,2,AA,DFW,DTW,0,986.0,19
9,8,1,WN,Other,Other,1,439.0,18
6,1,7,AA,Other,MIA,0,489.0,10
1,23,4,DL,ATL,Other,0,692.0,11
6,9,1,WN,Other,Other,0,842.0,8
10,2,4,MQ,ORD,Other,0,215.0,16
5,24,6,DL,LGA,Other,0,1107.0,14
1,21,2,MQ,DFW,Other,0,312.0,14
12,5,5,OO,ORD,Other,1,67.0,16
7,25,5,UA,Other,DEN,0,991.0,16
11,21,5,F9,ATL,DEN,0,1199.0,10
1,3,5,YX,Other,LGA,0,479.0,8
5,22,4,YX,BOS,DCA,1,399.0,15
3,1,6,AA,ORD,Other,0,1050.0,11
12,2,2,OO,Other,IAH,0,372.0,10
1,10,5,G4,Other,Other,0,1092.0,19
11,14,5,YX,LGA,Other,0,479.0,14
6,11,3,UA,LAX,Other,0,2288.0,13
8,13,3,DL,Other,SEA,0,2422.0,16
5,1,4,WN,Other,DEN,0,846.0,19
6,5,4,WN,DEN,Other,1,883.0,20
11,9,7,F9,ATL,BOS,1,946.0,6
5,29,4,AA,PHX,DFW,0,868.0,16
7,26,6,WN,Other,PHX,0,1044.0,6
12,27,6,UA,ORD,EWR,1,719.0,18
1,9,4,AA,MIA,SFO,1,2585.0,19
9,4,4,MQ,ORD,Other,1,528.0,12
10,16,4,UA,IAH,Other,0,1190.0,7
2,4,2,WN,LAS,Other,0,397.0,19
8,14,4,WN,Other,Other,0,239.0,19
12,16,2,OH,ORD,Other,0,240.0,9
3,14,5,UA,Other,DEN,0,804.0,13
9,1,1,B6,Other,Other,0,680.0,6
3,17,1,OH,Other,Other,1,675.0,13
5,19,1,UA,IAH,Other,0,140.0,7
8,8,5,G4,EWR,Other,0,1017.0,12
7,4,5,WN,Other,SFO,0,1969.0,9
4,29,2,OO,Other,DEN,0,125.0,9
4,6,7,HA,Other,Other,0,216.0,6
10,21,2,HA,SEA,Other,1,2677.0,20
10,16,4,WN,Other,Other,0,793.0,7
6,2,1,DL,Other,ATL,0,669.0,7
8,29,5,UA,DEN,Other,1,472.0,20
10,7,2,WN,Other,PHX,0,833.0,13
4,27,7,UA,Other,SFO,0,1504.0,7
8,15,5,B6,Other,Other,1,1032.0,19
8,29,5,OO,Other,SEA,1,129.0,19
7,2,3,F9,LAX,Other,1,2402.0,22
10,15,3,WN,DEN,Other,0,854.0,8
8,29,5,G4,Other,Other,1,465.0,19
4,17,4,UA,Other,EWR,1,872.0,16
3,7,5,DL,Other,Other,0,1598.0,7
3,26,3,AA,Other,MIA,0,802.0,6
10,19,7,WN,Other,Other,0,377.0,10
12,12,5,WN,Other,LAS,0,1590.0,16
2,21,5,UA,IAH,Other,0,1825.0,9
2,14,5,YX,MCO,MIA,0,192.0,17
12,9,2,F9,DEN,LAS,0,628.0,9
8,28,4,B6,Other,Other,0,1598.0,14
2,4,2,OH,CLT,Other,0,168.0,9
10,26,7,DL,SLC,SEA,0,689.0,11
