MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DEL15,DISTANCE,DEP_HOUR
2,10,1,DL,Other,MSP,0,448.0,10
10,4,6,AA,Other,CLT,0,507.0,7
7,3,4,DL,ATL,Other,0,1892.0,8
1,19,7,AS,Other,SEA,0,672.0,14
11,7,5,UA,IAH,BOS,0,1597.0,16
10,26,7,AA,ORD,Other,1,1739.0,20
3,11,2,UA,DEN,Other,0,775.0,9
12,11,4,AA,CLT,MCO,0,468.0,7
6,13,5,DL,Other,Other,0,932.0,7
5,13,2,OO,Other,SEA,1,399.0,5
1,10,5,AA,Other,MIA,0,204.0,20
4,26,6,YX,Other,Other,0,442.0,8
12,27,6,WN,ORD,MCO,0,1005.0,6
12,12,5,OO,PHX,Other,0,425.0,8
2,10,1,F9,DEN,Other,0,853.0,9
9,21,7,AA,Other,PHX,0,493.0,13
12,8,1,AA,DFW,Other,0,1313.0,21
12,30,2,YX,ORD,Other,1,403.0,9
1,26,7,WN,DCA,Other,0,949.0,6
1,25,6,G4,Other,Other,0,986.0,7
6,1,7,UA,Other,IAH,0,1385.0,12
8,16,6,OO,ORD,Other,0,67.0,10
9,18,4,OO,Other,ORD,0,119.0,6
2,6,4,DL,LAX,DTW,1,1979.0,12
2,12,3,OO,SLC,Other,0,175.0,21
11,6,4,MQ,Other,DFW,0,175.0,16
1,27,1,DL,LGA,DFW,0,1389.0,12
11,5,3,DL,BOS,ATL,0,946.0,8
8,2,6,AS,Other,MCO,1,2149.0,9
4,9,3,YX,BOS,Other,0,369.0,17
3,10,1,DL,SLC,SFO,0,599.0,15
4,3,4,OH,Other,DFW,1,539.0,12
4,10,4,WN,ATL,Other,0,721.0,17
4,5,6,B6,Other,Other,0,1028.0,20
11,17,1,DL,Other,MSP,1,1426.0,13
8,16,6,UA,Other,SFO,0,550.0,15
1,19,7,DL,ATL,Other,1,577.0,22
5,8,4,AA,DFW,Other,1,447.0,18
11,3,1,B6,Other,LAS,0,2248.0,8
11,2,7,OO,MSP,Other,0,411.0,19
12,4,4,AA,MIA,Other,0,806.0,22
2,6,4,MQ,ORD,Other,1,299.0,10
9,20,6,DL,SLC,DEN,0,391.0,7
4,27,7,OO,IAH,Other,1,744.0,9
8,15,5,WN,DEN,Other,1,854.0,14
1,20,1,MQ,Other,DFW,0,624.0,9
6,8,7,AA,LGA,CLT,0,544.0,10
3,12,3,WN,Other,LAS,0,223.0,7
7,26,6,OH,CLT,Other,0,213.0,22
3,19,3,NK,EWR,Other,0,550.0,8
4,16,3,DL,Other,ATL,0,484.0,12
7,17,4,F9,Other,Other,0,927.0,15
3,30,7,HA,Other,Other,0,102.0,15
3,5,3,NK,Other,ORD,0,2072.0,7
11,2,7,AA,Other,CLT,0,430.0,8
6,6,5,MQ,DFW,Other,0,695.0,10
11,15,6,B6,Other,BOS,0,332.0,5
10,18,6,UA,PHX,DEN,0,602.0,9
2,7,5,B6,BOS,SFO,0,2704.0,17
10,3,5,B6,Other,Other,1,1102.0,14
7,12,6,YX,DCA,Other,1,892.0,15
3,6,4,WN,Other,Other,0,738.0,18
6,18,3,F9,ATL,EWR,1,746.0,7
2,10,1,WN,DEN,Other,0,846.0,8
5,23,5,DL,DTW,ORD,0,235.0,16
1,3,5,MQ,DFW,Other,0,113.0,20
6,1,7,UA,Other,Other,0,288.0,10
11,11,2,B6,Other,Other,1,636.0,11
8,17,7,UA,ATL,EWR,0,746.0,7
6,23,1,AA,DFW,ATL,0,731.0,8
5,22,4,WN,Other,Other,0,325.0,8
8,3,7,OO,Other,DEN,0,932.0,13
6,21,6,UA,IAH,Other,0,1190.0,18
5,10,6,AA,PHX,Other,1,1449.0,8
5,28,3,NK,Other,Other,0,977.0,20
12,2,2,YX,Other,ORD,1,286.0,17
4,8,2,G4,Other,Other,0,1173.0,19
2,8,6,WN,Other,Other,0,342.0,11
2,5,3,AA,DCA,CLT,0,331.0,13
9,18,4,AA,BOS,ORD,1,867.0,8
5,24,6,AA,LAX,PHX,0,370.0,18
1,31,5,WN,Other,Other,0,401.0,18
8,19,2,AS,Other,SEA,0,1770.0,9
3,20,4,DL,Other,Other,0,1074.0,11
6,18,3,AS,Other,Other,0,2603.0,9
2,22,6,OH,DCA,Other,0,204.0,8
3,16,7,WN,Other,Other,1,1048.0,14
12,12,5,B6,Other,Other,1,680.0,13
5,11,7,AA,CLT,Other,0,507.0,18
12,21,7,MQ,DFW,Other,0,227.0,21
12,4,4,UA,DEN,CLT,0,1337.0,17
1,23,4,OH,ATL,CLT,0,226.0,9
10,28,2,AA,Other,CLT,0,257.0,17
6,2,1,DL,Other,ATL,0,1919.0,11
5,14,3,AA,PHX,Other,0,455.0,11
7,22,2,NK,Other,Other,0,914.0,5
1,2,4,UA,Other,ORD,0,2846.0,20
3,21,5,WN,Other,Other,0,781.0,13
8,20,3,DL,ATL,Other,0,692.0,17
5,10,6,WN,Other,Other,0,387.0,18
5,16,5,OO,SFO,Other,0,158.0,16
10,13,1,WN,Other,Other,1,919.0,20
11,29,6,WN,Other,MCO,1,616.0,16
6,3,2,OO,Other,DTW,0,228.0,13
9,28,7,OO,Other,Other,0,508.0,21
8,13,3,OH,DCA,Other,1,406.0,10
2,26,3,YX,BOS,Other,0,1010.0,18
7,5,6,WN,SEA,Other,0,605.0,15
3,20,4,AA,DFW,SEA,0,1660.0,7
9,27,6,OO,PHX,Other,0,598.0,10
1,25,6,MQ,Other,ORD,0,416.0,18
1,2,4,WN,BOS,Other,0,369.0,8
4,22,2,MQ,DFW,Other,0,282.0,8
4,11,5,WN,Other,Other,0,546.0,6
7,2,3,AS,Other,SEA,0,987.0,14
4,10,4,OH,DFW,Other,1,603.0,19
6,13,5,DL,Other,ATL,0,692.0,13
5,6,2,OO,Other,DTW,0,651.0,10
12,11,4,WN,PHX,SFO,1,651.0,20
7,28,1,UA,Other,SFO,0,326.0,14
7,30,3,DL,Other,BOS,0,818.0,16
2,7,5,AA,Other,CLT,0,1475.0,8
1,19,7,WN,LAS,Other,0,763.0,11
4,4,5,NK,MCO,ORD,0,1005.0,16
12,16,2,AS,DEN,SEA,1,1024.0,12
6,2,1,AA,SFO,Other,0,2586.0,10
11,17,1,AA,EWR,ORD,0,719.0,7
4,11,5,OO,MSP,Other,0,190.0,8
10,28,2,OO,Other,SFO,0,86.0,20
9,21,7,UA,Other,DEN,0,770.0,9
12,3,3,OO,Other,LAX,0,677.0,12
11,1,6,G4,Other,Other,1,936.0,12
4,23,3,OO,Other,DTW,0,489.0,6
1,12,7,HA,Other,Other,0,100.0,8
2,8,6,AS,DFW,SEA,0,1660.0,14
7,25,5,OO,ORD,Other,0,585.0,12
4,2,3,OO,SLC,LAX,0,590.0,12
1,20,1,WN,Other,Other,0,628.0,19
11,1,6,F9,ORD,ATL,1,606.0,17
12,29,1,UA,IAH,LGA,0,1416.0,18
5,24,6,WN,Other,Other,0,1209.0,8
10,15,3,NK,EWR,Other,0,1065.0,6
2,20,4,YX,Other,ORD,0,177.0,13
7,11,5,G4,Other,Other,0,912.0,10
5,28,3,WN,Other,Other,0,718.0,15
1,13,1,WN,DEN,MIA,0,1709.0,15
1,29,3,WN,DEN,Other,0,73.0,15
9,8,1,WN,Other,Other,0,562.0,11
9,17,3,AA,CLT,Other,0,603.0,10
6,27,5,AA,Other,PHX,0,647.0,12
2,11,2,WN,PHX,Other,0,1444.0,14
3,8,6,WN,Other,Other,0,1078.0,10
3,14,5,OH,Other,Other,1,363.0,14
10,6,1,AS,PHX,SEA,0,1107.0,13
1,13,1,DL,Other,ATL,0,1547.0,6
3,30,7,AA,CLT,DTW,0,500.0,9
3,2,7,AA,ORD,DEN,0,888.0,20
6,7,6,UA,EWR,LAX,0,2454.0,14
11,19,3,AA,ORD,MCO,0,1005.0,17
11,2,7,WN,PHX,Other,0,735.0,17
7,18,5,MQ,MIA,Other,0,440.0,18
6,14,6,WN,Other,LAS,0,197.0,16
9,21,7,DL,ATL,Other,0,306.0,10
5,5,1,WN,BOS,DEN,0,1754.0,6
1,3,5,DL,SLC,SFO,0,599.0,8
2,20,4,UA,Other,CLT,0,322.0,8
3,20,4,DL,BOS,MSP,0,1124.0,11
3,25,2,UA,MSP,ORD,0,334.0,9
12,27,6,HA,Other,Other,1,2603.0,8
12,7,7,DL,MSP,Other,0,1306.0,18
5,26,1,AA,Other,DFW,0,931.0,5
9,6,6,UA,MSP,ORD,0,334.0,11
3,1,6,WN,Other,Other,1,277.0,17
7,27,7,WN,Other,Other,1,623.0,21
10,23,4,OO,SFO,Other,1,86.0,12
8,9,6,F9,MCO,Other,0,829.0,14
3,6,4,OO,SEA,PHX,0,1107.0,17
6,8,7,AA,DFW,Other,0,929.0,7
3,20,4,OO,Other,DEN,0,752.0,8
7,22,2,OO,DTW,Other,0,157.0,12
10,7,2,OO,LAX,Other,0,451.0,19
1,20,1,UA,ORD,LGA,0,733.0,8
11,24,1,AA,MIA,Other,0,2267.0,8
8,3,7,DL,DTW,DCA,0,405.0,10
11,17,1,DL,BOS,ATL,0,946.0,8
4,30,3,OH,Other,DCA,0,524.0,15
8,13,3,WN,Other,Other,0,461.0,7
5,29,4,AA,MIA,DCA,0,919.0,14
1,23,4,UA,DTW,ORD,1,235.0,18
2,11,2,HA,Other,Other,0,100.0,19
1,2,4,DL,ATL,Other,0,453.0,17
3,20,4,WN,DEN,MIA,0,1709.0,15
7,7,1,WN,Other,Other,0,1389.0,12
5,23,5,DL,DCA,MSP,0,931.0,7
5,21,3,OH,Other,CLT,0,813.0,13
6,27,5,WN,Other,MCO,0,1072.0,19
4,13,7,AA,DCA,Other,0,500.0,16
1,28,2,MQ,PHX,Other,0,699.0,11
2,26,3,WN,Other,Other,0,479.0,11
3,3,1,DL,SEA,PHX,0,1107.0,17
6,10,2,B6,BOS,Other,0,187.0,11
10,28,2,DL,LAS,SLC,0,368.0,6
12,3,3,AA,LAS,CLT,0,1916.0,9
7,27,7,AA,Other,DFW,1,1048.0,17
12,29,1,OO,Other,DEN,0,298.0,6
2,14,5,DL,DFW,LGA,0,1389.0,6
2,14,5,DL,DTW,Other,0,1149.0,8
2,25,2,MQ,Other,DFW,0,431.0,5
5,6,2,WN,Other,LAS,1,259.0,15
5,29,4,AS,Other,SFO,1,2586.0,13
3,27,4,WN,Other,Other,0,1005.0,12
8,27,3,OO,Other,DEN,0,541.0,11
4,19,6,AA,DFW,Other,0,1061.0,14
6,8,7,MQ,Other,ORD,0,213.0,6
9,19,5,DL,Other,ATL,0,692.0,6
2,17,1,YX,Other,BOS,1,829.0,16
8,29,5,UA,DEN,Other,1,472.0,20
3,21,5,OO,ORD,Other,0,160.0,10
4,27,7,OO,MSP,Other,0,386.0,9
1,20,1,YX,Other,LGA,1,419.0,18
8,15,5,B6,Other,LAS,0,2248.0,15
4,11,5,UA,DEN,Other,0,804.0,19
3,14,5,WN,Other,Other,0,446.0,7
10,4,6,UA,DEN,Other,0,1481.0,17
9,17,3,YX,BOS,Other,0,496.0,11
5,9,5,AA,Other,Other,0,364.0,13
4,13,7,WN,Other,Other,0,632.0,6
6,21,6,AA,DFW,Other,0,550.0,16
11,27,4,HA,Other,Other,0,163.0,11
7,19,6,UA,Other,IAH,0,844.0,17
2,13,4,WN,Other,ATL,1,577.0,11
2,23,7,DL,ATL,Other,0,1547.0,19
4,2,3,UA,Other,LAX,0,2288.0,9
8,14,4,AA,Other,MIA,1,946.0,19
8,3,7,DL,ATL,Other,0,484.0,7
8,18,1,OO,Other,DEN,1,349.0,18
10,18,6,AA,EWR,DFW,1,1372.0,12
6,3,2,OO,Other,DEN,1,752.0,17
12,11,4,YX,EWR,Other,0,463.0,8
3,2,7,OO,PHX,Other,0,438.0,13
3,17,1,WN,Other,Other,0,1057.0,20
1,12,7,WN,Other,Other,1,417.0,13
10,3,5,DL,Other,ATL,0,674.0,16
4,29,2,YX,LGA,Other,1,585.0,13
1,15,3,OO,Other,MSP,0,223.0,17
4,20,7,NK,Other,LAS,0,763.0,10
7,27,7,AA,Other,CLT,0,366.0,13
9,11,4,B6,Other,Other,0,1576.0,5
2,11,2,AA,PHX,DFW,0,868.0,5
12,2,2,DL,ATL,Other,0,214.0,17
5,8,4,DL,DTW,ATL,1,594.0,5
4,7,1,WN,Other,Other,0,359.0,5
1,25,6,DL,Other,ATL,0,1969.0,13
12,19,5,OO,DEN,Other,1,604.0,14
4,15,2,AA,BOS,MIA,0,1258.0,14
4,22,2,YX,Other,BOS,0,280.0,6
11,22,6,WN,Other,Other,0,1468.0,18
4,29,2,WN,Other,Other,0,1354.0,14
1,20,1,OO,DTW,Other,0,296.0,20
2,27,4,WN,LAS,Other,0,386.0,21
3,15,6,DL,Other,ATL,1,903.0,14
8,31,7,AA,PHX,Other,1,1010.0,21
5,3,6,MQ,Other,ORD,0,491.0,15
10,21,2,DL,SEA,Other,0,1448.0,19
5,26,1,WN,Other,PHX,0,1814.0,15
4,22,2,WN,Other,Other,0,528.0,13
1,5,7,AA,Other,MIA,0,1214.0,5
6,22,7,WN,Other,Other,0,1164.0,11
11,29,6,DL,DTW,SEA,1,1927.0,8
12,8,1,DL,LGA,DTW,1,502.0,16
2,9,7,AS,SFO,Other,0,447.0,7
11,20,4,AA,DCA,Other,1,634.0,19
9,26,5,UA,SLC,ORD,0,1250.0,8
4,26,6,AA,Other,Other,0,951.0,11
12,22,1,AA,Other,PHX,0,2979.0,21
8,16,6,AA,PHX,Other,0,2153.0,21
10,26,7,WN,LAS,Other,0,1235.0,8
8,15,5,WN,Other,Other,0,1342.0,16
8,21,4,AA,Other,CLT,1,168.0,20
8,25,1,DL,Other,ATL,0,954.0,5
9,2,2,OO,Other,SLC,0,357.0,18
12,1,1,WN,MCO,Other,0,787.0,19
1,3,5,WN,Other,Other,1,1164.0,10
4,30,3,UA,MCO,SFO,0,2446.0,17
6,1,7,WN,Other,PHX,0,647.0,7
1,1,3,NK,DFW,Other,1,1217.0,18
5,22,4,AA,Other,Other,1,268.0,19
9,4,4,OO,SLC,Other,0,402.0,10
7,21,1,DL,ATL,Other,0,813.0,11
6,16,1,WN,Other,Other,0,546.0,18
12,2,2,B6,LAX,Other,0,2475.0,13
7,29,2,UA,LAS,DEN,0,628.0,9
4,27,7,WN,PHX,SLC,1,507.0,20
8,4,1,OO,ORD,Other,0,466.0,19
12,29,1,B6,Other,PHX,0,2153.0,10
11,25,2,OO,Other,PHX,1,1037.0,5
3,11,2,WN,Other,Other,0,255.0,17
11,4,2,WN,Other,Other,0,837.0,8
12,31,3,WN,Other,MCO,1,787.0,17
5,14,3,YX,BOS,Other,0,860.0,17
3,30,7,WN,Other,Other,1,849.0,12
7,27,7,WN,Other,Other,0,484.0,20
2,27,4,OH,Other,CLT,0,413.0,5
10,16,4,OO,Other,PHX,0,261.0,16
4,16,3,WN,Other,Other,0,628.0,15
2,21,5,WN,Other,ATL,0,591.0,17
2,14,5,OO,SLC,Other,0,626.0,11
3,22,6,AA,DFW,Other,0,1303.0,6
4,25,5,DL,Other,MSP,0,1092.0,15
10,1,3,OO,Other,DEN,0,90.0,6
6,10,2,WN,Other,Other,0,302.0,21
4,28,1,DL,BOS,Other,0,1698.0,6
3,31,1,DL,ATL,Other,1,250.0,13
8,1,5,WN,Other,Other,0,668.0,13
2,8,6,WN,Other,LAX,0,337.0,6
5,17,6,DL,DTW,Other,0,311.0,20
5,18,7,AA,Other,CLT,1,683.0,17
6,23,1,WN,MCO,Other,0,861.0,14
7,21,1,OH,CLT,Other,0,281.0,20
5,20,2,DL,Other,Other,0,2446.0,17
5,13,2,UA,DEN,Other,0,916.0,19
8,7,4,OO,SLC,Other,0,541.0,15
11,22,6,WN,Other,Other,0,814.0,20
12,3,3,UA,Other,DEN,0,589.0,17
5,11,7,WN,Other,Other,0,220.0,10
11,17,1,AS,SEA,SFO,0,679.0,21
4,27,7,OH,CLT,Other,0,335.0,20
8,21,4,DL,Other,DTW,0,983.0,6
9,17,3,DL,BOS,MIA,1,1258.0,15
12,19,5,OO,Other,DTW,1,120.0,18
8,23,6,WN,Other,Other,0,303.0,9
8,17,7,YX,Other,DCA,0,474.0,7
7,21,1,OO,MSP,Other,0,228.0,10
11,2,7,AA,Other,DFW,1,1217.0,15
7,21,1,WN,ATL,Other,1,214.0,19
8,28,4,OO,ORD,Other,0,849.0,13
4,18,5,AA,Other,DFW,0,1119.0,16
10,19,7,OO,CLT,Other,0,764.0,21
5,16,5,OO,Other,SFO,0,326.0,8
10,21,2,AA,DFW,SFO,0,1464.0,11
9,20,6,YX,Other,Other,0,182.0,22
9,12,5,YX,BOS,Other,0,818.0,8
8,23,6,AS,DTW,Other,0,2986.0,16
5,3,6,AA,PHX,Other,0,338.0,7
2,12,3,DL,ATL,Other,0,321.0,16
9,15,1,WN,LAX,Other,0,308.0,7
6,20,5,DL,Other,DTW,0,1956.0,15
3,19,3,UA,Other,ORD,0,588.0,22
10,13,1,WN,Other,Other,0,554.0,8
4,18,5,WN,SEA,PHX,0,1107.0,7
9,29,1,UA,ORD,Other,1,773.0,11
9,25,4,UA,SFO,LAS,0,414.0,16
10,26,7,AA,ORD,Other,1,1144.0,13
7,8,2,B6,Other,SFO,0,2586.0,13
2,14,5,NK,LGA,CLT,0,544.0,9
10,9,4,B6,Other,LAX,1,2343.0,7
5,2,5,WN,Other,Other,0,1374.0,12
12,1,1,DL,SEA,Other,0,2422.0,7
12,23,2,AS,SFO,Other,0,550.0,7
8,28,4,AA,DEN,DFW,0,641.0,12
5,27,2,AS,SFO,EWR,0,2565.0,6
12,4,4,B6,Other,EWR,1,1068.0,17
8,21,4,DL,DTW,Other,0,629.0,12
11,14,5,WN,Other,MSP,0,936.0,18
7,22,2,AA,SFO,DFW,0,1464.0,16
4,2,3,WN,DEN,Other,1,1607.0,13
7,23,3,MQ,Other,ORD,0,135.0,6
1,6,1,G4,Other,Other,0,895.0,17
7,31,4,DL,MIA,LAX,0,2342.0,7
4,30,3,AA,ORD,DCA,0,612.0,11
1,31,5,OO,SFO,Other,0,199.0,22
4,26,6,UA,Other,EWR,1,1065.0,8
4,19,6,G4,Other,Other,0,519.0,15
10,17,5,UA,IAH,SEA,0,1874.0,10
7,11,5,AA,DFW,EWR,1,1372.0,14
3,19,3,AA,PHX,Other,0,1488.0,16
12,18,4,YX,Other,ORD,0,286.0,7
1,1,3,WN,Other,Other,0,461.0,6
10,21,2,OO,MSP,Other,0,257.0,12
10,26,7,NK,Other,IAH,0,305.0,14
12,14,7,WN,Other,Other,0,623.0,7
1,2,4,YX,EWR,MSP,0,1008.0,16
12,6,6,OO,Other,Other,0,833.0,15
3,4,2,OO,ATL,Other,0,143.0,8
9,24,3,WN,Other,Other,0,137.0,17
8,24,7,DL,SEA,Other,0,1050.0,10
1,4,6,WN,LAX,SLC,0,590.0,13
11,5,3,AS,SEA,Other,0,1050.0,10
1,16,4,F9,Other,DEN,1,1062.0,15
9,11,4,DL,MSP,DCA,0,931.0,10
9,10,3,DL,LGA,DTW,0,502.0,14
3,4,2,AA,PHX,MIA,0,1972.0,9
9,2,2,WN,Other,DEN,1,850.0,8
4,29,2,AA,Other,MIA,0,1089.0,5
12,22,1,WN,Other,MCO,0,1188.0,5
11,24,1,NK,DFW,DTW,1,986.0,15
3,5,3,AA,CLT,LGA,0,544.0,14
11,5,3,OH,Other,ORD,0,475.0,13
3,6,4,AA,CLT,Other,0,600.0,16
5,3,6,NK,Other,ORD,0,2072.0,6
1,13,1,WN,Other,Other,0,562.0,9
1,31,5,AA,CLT,MCO,0,468.0,19
8,26,2,NK,Other,Other,0,525.0,9
6,25,3,UA,DEN,Other,0,836.0,11
8,22,5,NK,LAS,Other,0,407.0,5
6,21,6,B6,Other,Other,0,680.0,6
7,15,2,MQ,ORD,Other,0,843.0,20
2,16,7,HA,Other,Other,0,2417.0,7
11,28,5,B6,Other,Other,1,765.0,9
2,21,5,DL,LAX,DTW,0,1979.0,22
6,1,7,DL,ATL,Other,1,1541.0,11
1,13,1,DL,SLC,Other,0,1565.0,17
4,12,6,WN,Other,Other,1,549.0,8
2,4,2,AA,DFW,Other,0,1172.0,12
5,28,3,AA,MCO,Other,0,861.0,17
3,28,5,OH,CLT,Other,0,488.0,20
9,6,6,AA,Other,DFW,0,722.0,14
12,23,2,UA,Other,DEN,0,541.0,9
10,30,4,AS,SEA,Other,0,1180.0,8
10,28,2,UA,Other,EWR,0,708.0,6
5,21,3,AS,Other,Other,0,95.0,6
6,5,4,DL,MSP,Other,0,980.0,19
8,14,4,OO,SFO,Other,0,238.0,21
8,3,7,UA,DEN,Other,1,406.0,16
5,28,3,AA,MIA,LAS,0,2174.0,18
3,24,1,DL,Other,ATL,0,270.0,18
6,5,4,OO,ORD,Other,0,416.0,10
8,26,2,MQ,Other,DFW,0,309.0,12
9,27,6,B6,Other,BOS,0,612.0,7
6,29,7,WN,Other,Other,1,395.0,22
11,21,5,WN,SFO,Other,1,1969.0,10
1,23,4,DL,Other,SLC,0,290.0,17
6,15,7,MQ,CLT,Other,0,207.0,16
4,27,7,NK,LAX,ORD,0,1744.0,23
4,27,7,DL,Other,Other,1,587.0,20
7,8,2,UA,Other,DEN,0,846.0,8
12,26,5,DL,Other,SLC,0,1865.0,7
2,20,4,AA,LGA,MIA,0,1096.0,6
12,30,2,G4,Other,Other,0,965.0,7
9,19,5,B6,BOS,Other,0,612.0,7
10,9,4,AA,Other,PHX,0,621.0,6
12,9,2,WN,Other,LAS,0,2040.0,7
8,4,1,AA,CLT,Other,0,650.0,19
5,31,6,WN,Other,Other,0,824.0,19
7,22,2,WN,Other,Other,1,880.0,17
6,10,2,OO,DFW,Other,0,285.0,16
2,20,4,WN,Other,Other,0,100.0,18
11,14,5,WN,Other,LAS,0,1618.0,15
10,14,2,F9,PHX,Other,0,1737.0,10
2,1,6,UA,DEN,SFO,0,967.0,15
6,10,2,AS,SEA,EWR,0,2402.0,10
8,28,4,AA,Other,CLT,0,575.0,13
4,18,5,HA,Other,Other,1,201.0,15
10,2,4,WN,LAS,Other,1,397.0,17
3,27,4,OH,Other,DCA,0,634.0,6
10,30,4,F9,PHX,DEN,0,602.0,6
3,5,3,UA,Other,DEN,0,1558.0,8
10,23,4,WN,Other,Other,0,188.0,8
3,20,4,B6,SEA,BOS,1,2496.0,23
4,21,1,G4,LAS,Other,0,1076.0,6
8,6,3,OO,ORD,Other,0,137.0,14
3,27,4,G4,Other,Other,0,977.0,8
4,27,7,AA,Other,CLT,0,328.0,10
10,10,5,OO,Other,DEN,0,558.0,9
12,25,4,OO,MSP,Other,0,503.0,9
7,7,1,WN,Other,Other,0,319.0,5
8,16,6,B6,Other,BOS,0,1197.0,14
10,13,1,DL,ATL,Other,0,223.0,10
3,11,2,UA,EWR,MCO,0,937.0,10
9,12,5,WN,Other,PHX,0,1444.0,7
7,14,1,OO,Other,PHX,1,699.0,13
5,25,7,DL,ATL,Other,1,577.0,22
12,16,2,DL,ATL,MCO,0,404.0,13
8,5,2,UA,PHX,Other,1,1956.0,8
2,21,5,AA,Other,PHX,0,304.0,16
12,24,3,AA,LAX,MIA,1,2342.0,11
1,22,3,NK,Other,MCO,1,861.0,6
5,10,6,DL,Other,ATL,0,300.0,6
12,23,2,DL,MCO,SLC,0,1931.0,7
8,6,3,MQ,DFW,Other,0,134.0,21
11,26,3,OO,DEN,Other,0,73.0,16
10,27,1,NK,Other,LGA,0,1076.0,19
4,14,1,WN,Other,Other,0,917.0,16
7,4,5,YX,LGA,Other,0,660.0,8
8,11,1,AA,CLT,ORD,0,599.0,9
5,31,6,DL,MSP,Other,0,448.0,21
7,31,4,AA,Other,CLT,0,488.0,7
4,29,2,YX,Other,Other,0,765.0,10
5,8,4,WN,DEN,Other,1,819.0,13
3,2,7,B6,MCO,Other,0,1072.0,6
2,14,5,DL,ATL,Other,0,432.0,17
6,27,5,DL,Other,Other,0,1005.0,7
5,30,5,G4,Other,Other,1,661.0,20
12,16,2,YX,EWR,DCA,0,199.0,15
4,6,7,UA,Other,DEN,0,649.0,17
7,10,4,G4,Other,Other,0,890.0,15
11,25,2,UA,DEN,Other,0,1436.0,17
1,18,6,B6,Other,Other,1,680.0,7
7,20,7,OO,Other,Other,1,873.0,17
9,2,2,UA,MIA,DEN,0,1709.0,15
7,11,5,G4,Other,Other,0,550.0,11
10,7,2,UA,EWR,Other,0,799.0,21
3,21,5,DL,LAX,Other,0,1670.0,7
10,27,1,OO,Other,IAH,0,429.0,9
8,16,6,AS,Other,SEA,0,2639.0,22
2,8,6,MQ,Other,MIA,0,126.0,19
2,7,5,AS,Other,SEA,0,1050.0,7
10,23,4,MQ,ORD,Other,0,585.0,22
8,8,5,DL,Other,ATL,1,874.0,6
1,13,1,B6,Other,Other,0,1097.0,7
6,4,3,G4,Other,Other,0,477.0,15
11,2,7,WN,Other,DEN,0,495.0,16
12,26,5,AS,ATL,SEA,0,2182.0,7
11,4,2,DL,Other,ATL,0,300.0,18
3,26,3,G4,Other,Other,0,735.0,6
4,14,1,WN,Other,Other,0,402.0,17
7,3,4,AA,DFW,MIA,0,1121.0,17
2,22,6,OH,Other,CLT,0,488.0,5
3,25,2,DL,Other,SEA,0,2688.0,20
2,26,3,WN,Other,Other,0,296.0,18
5,24,6,AA,Other,CLT,0,366.0,17
7,18,5,AA,MIA,Other,0,1139.0,13
8,26,2,UA,Other,DEN,0,1452.0,14
12,5,5,AA,Other,DFW,0,987.0,7
9,18,4,WN,Other,Other,1,1313.0,18
11,17,1,OO,Other,ORD,0,416.0,13
3,14,5,DL,Other,Other,0,1069.0,9
3,12,3,DL,IAH,MSP,0,1034.0,11
2,27,4,AA,DFW,Other,1,175.0,22
6,2,1,OO,Other,DTW,0,128.0,8
9,28,7,AS,Other,Other,0,749.0,7
6,11,3,F9,Other,Other,0,337.0,11
11,28,5,UA,IAH,DEN,0,861.0,14
6,26,4,B6,BOS,Other,1,818.0,17
6,27,5,UA,EWR,Other,1,2434.0,7
12,8,1,WN,Other,Other,1,288.0,17
1,20,1,WN,PHX,Other,0,1444.0,11
2,11,2,MQ,Other,DFW,0,364.0,12
9,15,1,DL,MSP,Other,0,448.0,10
1,24,5,G4,Other,Other,1,1009.0,18
1,16,4,WN,Other,PHX,0,1444.0,8
11,26,3,OO,ORD,Other,0,323.0,8
7,15,2,OO,Other,LAX,0,833.0,15
7,10,4,OO,Other,ORD,0,585.0,14
9,19,5,AA,Other,SFO,0,2522.0,18
6,15,7,HA,Other,Other,1,2614.0,12
6,30,1,AS,Other,SEA,0,224.0,9
4,20,7,AA,ORD,Other,0,1182.0,18
9,25,4,OO,Other,SEA,0,224.0,9
5,18,7,OO,Other,MSP,0,553.0,6
7,12,6,OO,PHX,Other,1,347.0,19
3,7,5,AA,Other,CLT,1,651.0,13
9,11,4,WN,Other,DEN,0,651.0,14
2,15,6,AA,SLC,DFW,0,989.0,12
7,28,1,NK,LAX,ORD,0,1744.0,10
9,5,5,AS,DEN,SEA,0,1024.0,13
10,13,1,OH,Other,CLT,0,350.0,9
10,27,1,DL,Other,LAS,1,1678.0,7
8,5,2,AA,ATL,ORD,0,606.0,6
5,11,7,OO,DEN,Other,0,458.0,7
7,26,6,B6,Other,Other,1,1052.0,16
2,8,6,NK,Other,Other,0,998.0,13
5,1,4,WN,Other,Other,1,842.0,21
5,17,6,MQ,DFW,Other,0,364.0,14
7,10,4,OO,Other,LAX,0,451.0,7
4,16,3,WN,LAS,Other,0,1910.0,17
5,3,6,YX,ORD,Other,0,474.0,18
5,12,1,UA,DEN,Other,1,251.0,19
10,2,4,DL,Other,ATL,0,1269.0,15
12,28,7,WN,PHX,Other,1,1444.0,10
10,13,1,YX,Other,EWR,0,319.0,11
3,14,5,OH,DCA,Other,1,590.0,22
